nominal_structure_id,nominal_core_width_nm,nominal_coupling_gap_nm,nominal_ring_radius_um,nominal_core_thickness_nm,nominal_slab_thickness_nm,nominal_device_layer_thickness_nm,dataset_role,frozen_confirmation,sampling_method,sampling_seed,split,wafer_id
ring_cv_confirm_20270912_0011,457.9842755530829,366.3436906360369,10.159025630863884,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_01
ring_cv_confirm_20270912_0012,434.7987306618407,429.517186310285,10.08228660981672,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_00
ring_cv_confirm_20270912_0013,431.7181726174276,367.8144322095615,9.858405053547653,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_01
ring_cv_confirm_20270912_0014,444.4186764979206,383.90792655102393,9.913471557086812,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_00
ring_cv_confirm_20270912_0015,439.2186942662504,432.52113832579965,9.825805479231311,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_01
ring_cv_confirm_20270912_0016,450.1820198646632,373.27590709930337,9.898632892370092,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_00
ring_cv_confirm_20270912_0017,458.3758566732268,423.0498959383214,9.966955420373466,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_01
ring_cv_confirm_20270912_0018,436.05769004127,445.0281879819925,10.06214784242966,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_01
ring_cv_confirm_20270912_0019,443.2667303899502,353.95316049464304,9.894429963521825,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_01
ring_cv_confirm_20270912_0020,437.5793997615542,364.3752837918337,9.824487447731029,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_00
ring_cv_confirm_20270912_0021,460.147444670194,368.8407778539855,10.046047116394629,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_01
ring_cv_confirm_20270912_0022,443.588518509494,382.10176499939337,9.919418540878118,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_00
ring_cv_confirm_20270912_0023,455.56696416963433,361.73669154176577,9.972895662950526,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_01
ring_cv_confirm_20270912_0024,430.8679909494722,409.82596765763657,10.03720001634058,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_00
ring_cv_confirm_20270912_0025,439.5554518274738,397.3924683520575,9.998617934123844,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_01
ring_cv_confirm_20270912_0026,460.6726622882305,379.58427710938855,9.854462748762453,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_00
ring_cv_confirm_20270912_0027,464.3373346588586,359.5997152947103,10.117916713555232,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_01
ring_cv_confirm_20270912_0028,459.7127242108621,449.898592924792,10.043741646609856,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_00
ring_cv_confirm_20270912_0029,465.10122686630575,391.11856139619664,10.163452665720497,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_00
ring_cv_confirm_20270912_0030,454.5905460109675,370.3004552898029,10.176040279358878,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_01
ring_cv_confirm_20270912_0031,448.054265309378,352.97171560421964,10.025723942061497,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_01
ring_cv_confirm_20270912_0032,437.2256426227314,406.2912858385236,9.836573779497664,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_01
ring_cv_confirm_20270912_0033,454.1863708992767,408.3580750658463,10.011112072274504,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_00
ring_cv_confirm_20270912_0034,435.4147918228967,377.58982891135526,9.931237418038997,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_01
ring_cv_confirm_20270912_0035,446.7843921431012,376.4109407796947,10.144304938788329,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_01
ring_cv_confirm_20270912_0036,436.50866729830994,389.2560121273601,10.06708639795824,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_00
ring_cv_confirm_20270912_0037,467.9086361939953,395.3793872451175,10.183705334201893,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_00
ring_cv_confirm_20270912_0038,444.51831413405927,420.94673358460886,10.100314254512478,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_00
ring_cv_confirm_20270912_0039,433.7524784568077,424.9543801649517,10.009057851654353,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_00
ring_cv_confirm_20270912_0040,449.2638569702222,375.7022008912507,10.172182682598024,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_00
ring_cv_confirm_20270912_0041,435.50727942568994,365.6003554768956,10.185985847900394,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_00
ring_cv_confirm_20270912_0042,463.9763306666227,444.4921566411265,9.87643512195964,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_01
ring_cv_confirm_20270912_0043,467.3136949618143,357.578162398397,10.07564883199408,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_00
ring_cv_confirm_20270912_0044,462.9920777695716,448.284341131066,10.139871367663536,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_00
ring_cv_confirm_20270912_0045,432.42143192125815,373.86645004604895,9.86363782250033,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_00
ring_cv_confirm_20270912_0046,442.9935825488774,371.4491966116717,9.956067243519689,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_00
ring_cv_confirm_20270912_0047,446.38823605567126,431.5662142285725,10.12176752843366,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_00
ring_cv_confirm_20270912_0048,461.164325349534,434.6905697038529,10.002075803935115,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_01
ring_cv_confirm_20270912_0049,452.4541214853057,404.57003412148055,10.09414845516229,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_01
ring_cv_confirm_20270912_0050,469.3751707065716,401.8675448416116,10.097829465938815,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_00
ring_cv_confirm_20270912_0051,466.49324127229625,416.98173490615454,9.872316703273446,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_01
ring_cv_confirm_20270912_0052,442.3568042888365,398.6693253598331,9.840169300866894,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_00
ring_cv_confirm_20270912_0053,462.1581558957438,355.6810304336341,10.113515470729228,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_00
ring_cv_confirm_20270912_0054,432.5892692538332,400.991841081654,10.127119378785853,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_01
ring_cv_confirm_20270912_0055,457.42871783951193,419.7344767989925,9.88665521550012,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_01
ring_cv_confirm_20270912_0056,447.9363496377369,411.7026130445637,10.086142749728436,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_00
ring_cv_confirm_20270912_0057,465.8878786796322,446.59757543456567,9.983669336738116,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_00
ring_cv_confirm_20270912_0058,440.4778218223087,391.3515612211074,9.866847358097976,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_01
ring_cv_confirm_20270912_0059,455.0446155940334,439.5336874694495,10.072845428987897,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_01
ring_cv_confirm_20270912_0060,463.36398318126726,440.6182619892136,9.93989949523966,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_01
ring_cv_confirm_20270912_0061,453.633578786448,417.6264710566341,9.975990285869216,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_00
ring_cv_confirm_20270912_0062,449.7287689100784,362.6627040589136,10.033634329635191,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_01
ring_cv_confirm_20270912_0063,461.7701401627122,415.8322687986336,10.195096987067924,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_00
ring_cv_confirm_20270912_0064,468.13089964047697,425.187066939958,9.989558254919046,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_01
ring_cv_confirm_20270912_0065,452.7268632811546,412.7295537314707,10.14925238008873,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_01
ring_cv_confirm_20270912_0066,434.3060444570034,443.4686285392542,10.168318440320538,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_01
ring_cv_confirm_20270912_0067,433.4669716004673,414.843296165128,9.804316817013564,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_00
ring_cv_confirm_20270912_0068,447.4725659824855,388.1979696010073,10.151545197675604,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_01
ring_cv_confirm_20270912_0069,459.076839968198,406.0431763152045,9.922467657939311,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_01
ring_cv_confirm_20270912_0070,466.81192660475983,436.57023567658376,10.19164634665165,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_00
ring_cv_confirm_20270912_0071,450.5425145622957,352.1841204281894,10.051580290544232,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_00
ring_cv_confirm_20270912_0072,451.60539298710137,383.5513879240934,9.963283892510198,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_01
ring_cv_confirm_20270912_0073,430.3437596955701,438.5552988163297,9.950253128570608,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_00
ring_cv_confirm_20270912_0074,441.0097402333639,356.8280633313764,9.928508882106089,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_00
ring_cv_confirm_20270912_0075,456.4530642695735,394.8686649985482,9.940786404411442,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_00
ring_cv_confirm_20270912_0076,458.66542538747314,360.5834792545984,9.83429569807143,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_01
ring_cv_confirm_20270912_0077,438.8217256269285,427.6370851036546,10.05898432717818,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_01
ring_cv_confirm_20270912_0078,445.3491138550896,393.5109616917227,9.909994035101354,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_01
ring_cv_confirm_20270912_0079,469.9295319687593,380.3707623005953,9.903198698569884,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_00
